county,date,total_doses,one_dose,vaccinated,boosted
McMullen,2021-08-21,526,302,266,
McMullen,2021-08-22,529,303,268,
McMullen,2021-08-23,530,304,268,
McMullen,2021-08-24,534,306,270,
McMullen,2021-08-25,537,307,272,
McMullen,2021-08-26,545,314,273,
McMullen,2021-08-27,545,314,273,
McMullen,2021-08-28,547,316,273,
McMullen,2021-08-29,550,317,275,
McMullen,2021-08-30,550,317,275,
McMullen,2021-08-31,553,320,275,
McMullen,2021-09-01,554,320,276,
McMullen,2021-09-02,554,320,276,
McMullen,2021-09-03,560,325,277,
McMullen,2021-09-04,562,327,277,
McMullen,2021-09-05,561,326,277,
McMullen,2021-09-06,561,326,277,
McMullen,2021-09-07,562,326,278,
McMullen,2021-09-08,562,326,278,
McMullen,2021-09-09,563,327,278,
McMullen,2021-09-10,563,327,278,
McMullen,2021-09-11,571,329,284,
McMullen,2021-09-12,571,329,284,
McMullen,2021-09-13,572,330,284,
McMullen,2021-09-14,572,330,284,
McMullen,2021-09-15,572,330,284,
McMullen,2021-09-16,572,330,284,
McMullen,2021-09-17,578,332,289,
McMullen,2021-09-18,580,332,291,
McMullen,2021-09-19,585,334,294,
McMullen,2021-09-20,586,334,295,
McMullen,2021-09-21,587,335,295,
McMullen,2021-09-22,587,335,295,
McMullen,2021-09-23,587,335,295,
McMullen,2021-09-24,592,335,300,
McMullen,2021-09-27,591,333,299,
McMullen,2021-09-28,588,331,297,
McMullen,2021-09-29,595,332,303,
McMullen,2021-09-30,593,331,301,
McMullen,2021-10-01,593,331,301,
McMullen,2021-10-02,592,330,301,
McMullen,2021-10-03,593,330,302,
McMullen,2021-10-04,593,330,302,
McMullen,2021-10-05,593,330,302,
McMullen,2021-10-07,599,331,305,
McMullen,2021-10-08,599,331,305,
McMullen,2021-10-09,600,332,305,
McMullen,2021-10-10,600,332,305,
McMullen,2021-10-11,600,332,305,
McMullen,2021-10-12,600,332,305,
McMullen,2021-10-13,600,332,305,
McMullen,2021-10-14,599,331,305,
McMullen,2021-10-15,600,332,305,
McMullen,2021-10-16,600,332,305,
McMullen,2021-10-17,600,332,305,
McMullen,2021-10-18,600,332,305,
McMullen,2021-10-19,601,332,306,
McMullen,2021-10-20,601,332,306,
McMullen,2021-10-21,601,332,306,
McMullen,2021-10-22,602,333,307,
McMullen,2021-10-23,604,334,308,
McMullen,2021-10-24,604,334,308,
McMullen,2021-10-25,605,334,308,
McMullen,2021-10-26,603,333,307,
McMullen,2021-10-27,603,333,307,
McMullen,2021-10-28,605,334,307,
McMullen,2021-10-29,608,334,307,
McMullen,2021-10-30,613,335,308,
McMullen,2021-10-31,613,335,308,
McMullen,2021-11-01,615,336,308,
McMullen,2021-11-02,618,336,308,
McMullen,2021-11-03,627,337,309,
McMullen,2021-11-04,627,337,309,
McMullen,2021-11-05,627,337,309,
McMullen,2021-11-06,633,337,308,
McMullen,2021-11-07,633,337,308,
McMullen,2021-11-08,634,337,308,
McMullen,2021-11-09,636,337,308,
McMullen,2021-11-10,632,335,306,
McMullen,2021-11-11,635,335,307,
McMullen,2021-11-12,636,335,307,
McMullen,2021-11-13,638,335,308,
McMullen,2021-11-14,638,335,308,
McMullen,2021-11-15,638,335,308,
McMullen,2021-11-16,638,335,308,
McMullen,2021-11-17,642,335,308,
McMullen,2021-11-18,645,336,309,
McMullen,2021-11-19,645,336,309,
McMullen,2021-11-20,645,336,309,
McMullen,2021-11-21,645,336,309,
McMullen,2021-11-22,645,336,309,
McMullen,2021-11-23,646,336,309,
McMullen,2021-11-24,648,337,310,
McMullen,2021-11-29,648,335,309,
McMullen,2021-11-30,648,335,309,
McMullen,2021-12-01,649,336,309,
McMullen,2021-12-02,649,336,309,
McMullen,2021-12-03,652,337,310,
McMullen,2021-12-04,661,337,313,
McMullen,2021-12-05,661,337,313,
McMullen,2021-12-06,661,337,313,
McMullen,2021-12-07,659,336,312,
McMullen,2021-12-08,659,336,312,
McMullen,2021-12-09,664,336,312,
McMullen,2021-12-10,665,337,312,
McMullen,2021-12-11,670,340,314,
McMullen,2021-12-12,669,339,312,
McMullen,2021-12-13,667,339,311,61
McMullen,2021-12-14,667,339,311,61
McMullen,2021-12-16,672,339,310,66
McMullen,2021-12-17,677,341,312,67
McMullen,2021-12-18,677,341,312,67
McMullen,2021-12-19,677,341,312,67
McMullen,2021-12-20,677,341,312,67
McMullen,2021-12-21,686,341,312,76
McMullen,2021-12-22,688,341,312,78
McMullen,2021-12-23,690,341,312,80
McMullen,2021-12-27,696,343,314,83
McMullen,2021-12-28,696,343,314,83
McMullen,2021-12-29,701,344,316,85
McMullen,2021-12-30,702,344,317,85
McMullen,2022-01-03,714,344,318,96
McMullen,2022-01-04,714,344,318,96
McMullen,2022-01-05,714,344,318,96
McMullen,2022-01-06,714,344,318,96
McMullen,2022-01-07,716,344,319,97
McMullen,2022-01-08,722,346,320,100
McMullen,2022-01-09,729,348,321,104
McMullen,2022-01-10,729,348,321,104
McMullen,2022-01-11,738,351,321,110
McMullen,2022-01-12,739,351,322,110
McMullen,2022-01-13,740,351,322,111
McMullen,2022-01-14,742,351,322,113
McMullen,2022-01-15,743,351,322,114
McMullen,2022-01-16,743,351,322,114
McMullen,2022-01-17,743,351,322,114
McMullen,2022-01-18,743,351,322,114
McMullen,2022-01-19,751,353,322,120
McMullen,2022-01-20,751,353,322,120
McMullen,2022-01-21,751,353,322,120
McMullen,2022-01-22,750,352,321,120
McMullen,2022-01-23,750,352,321,120
McMullen,2022-01-24,751,353,321,120
McMullen,2022-01-25,751,353,321,120
McMullen,2022-01-26,751,353,321,120
McMullen,2022-01-27,751,353,321,120
McMullen,2022-01-28,755,354,322,122
McMullen,2022-01-29,756,354,323,122
McMullen,2022-01-30,756,354,323,122
McMullen,2022-01-31,756,354,323,122
McMullen,2022-02-01,757,354,323,123
McMullen,2022-02-02,757,354,323,123
McMullen,2022-02-03,757,354,323,123
McMullen,2022-02-04,757,354,323,123
McMullen,2022-02-05,757,354,323,123
McMullen,2022-02-06,757,354,323,123
McMullen,2022-02-07,757,354,323,123
McMullen,2022-02-08,758,355,323,123
McMullen,2022-02-09,758,355,323,123
McMullen,2022-02-10,758,355,323,123
McMullen,2022-02-11,758,355,323,123
McMullen,2022-02-12,758,355,323,123
McMullen,2022-02-13,758,355,323,123
McMullen,2022-02-14,759,355,324,123
McMullen,2022-02-15,761,355,326,123
McMullen,2022-02-16,761,355,326,123
McMullen,2022-02-17,761,355,326,123
McMullen,2022-02-18,758,354,325,122
McMullen,2022-02-19,758,354,325,122
McMullen,2022-02-20,758,354,325,122
McMullen,2022-02-21,760,354,325,124
McMullen,2022-02-22,760,354,325,124
McMullen,2022-02-23,760,354,325,124
McMullen,2022-02-24,760,354,325,124
McMullen,2022-02-25,760,354,325,124
McMullen,2022-02-26,760,354,325,124
McMullen,2022-02-27,760,354,325,124
McMullen,2022-02-28,761,354,326,124
McMullen,2022-03-01,761,354,326,124
McMullen,2022-03-02,763,354,326,126
McMullen,2022-03-03,763,354,326,126
McMullen,2022-03-04,764,354,327,126
McMullen,2022-03-05,766,355,328,126
McMullen,2022-03-06,766,355,328,126
McMullen,2022-03-07,766,355,328,126
McMullen,2022-03-08,766,355,328,126
McMullen,2022-03-09,766,355,328,126
McMullen,2022-03-10,767,355,328,127
McMullen,2022-03-11,767,355,328,127
McMullen,2022-03-12,767,355,328,127
McMullen,2022-03-13,767,355,328,127
McMullen,2022-03-14,767,355,328,127
McMullen,2022-03-15,767,355,328,127
McMullen,2022-03-16,767,355,328,127
McMullen,2022-03-17,767,355,328,127
McMullen,2022-03-18,767,355,328,127
McMullen,2022-03-19,767,355,328,127
McMullen,2022-03-20,767,355,328,127
McMullen,2022-03-21,767,355,328,127
McMullen,2022-03-22,767,355,328,127
Medina,2020-12-24,71,71,0,
Medina,2020-12-29,116,115,0,
Medina,2020-12-30,174,174,0,
Medina,2021-01-01,454,454,0,
Medina,2021-01-02,491,491,0,
Medina,2021-01-03,499,499,0,
Medina,2021-01-05,587,587,0,
Medina,2021-01-06,700,699,1,
Medina,2021-01-07,781,780,1,
Medina,2021-01-08,848,838,10,
Medina,2021-01-09,900,882,18,
Medina,2021-01-10,943,916,27,
Medina,2021-01-11,962,927,35,
Medina,2021-01-12,1018,961,57,
Medina,2021-01-13,1130,1048,82,
Medina,2021-01-14,1400,1310,90,
Medina,2021-01-15,1538,1426,112,
Medina,2021-01-16,1588,1466,122,
Medina,2021-01-17,1629,1500,129,
Medina,2021-01-18,1645,1514,131,
Medina,2021-01-19,1701,1546,155,
Medina,2021-01-20,1799,1629,170,
Medina,2021-01-21,1916,1717,199,
Medina,2021-01-22,2034,1772,262,
Medina,2021-01-23,2150,1848,302,
Medina,2021-01-24,2184,1866,318,
Medina,2021-01-25,2206,1878,328,
Medina,2021-01-26,2326,1950,376,
Medina,2021-01-27,2423,2002,421,
Medina,2021-01-28,2719,2157,562,
Medina,2021-01-29,2886,2274,612,
Medina,2021-01-30,3043,2415,628,
Medina,2021-01-31,3106,2454,652,
Medina,2021-02-01,3152,2493,659,
Medina,2021-02-03,3509,2714,795,
Medina,2021-02-04,3846,2965,881,
Medina,2021-02-06,4121,3158,963,
Medina,2021-02-07,4240,3231,1009,
Medina,2021-02-08,4337,3294,1043,
Medina,2021-02-09,4510,3442,1068,
Medina,2021-02-10,4637,3536,1101,
Medina,2021-02-11,5004,3635,1369,
Medina,2021-02-12,5687,4138,1549,
Medina,2021-02-13,5938,4315,1623,
Medina,2021-02-14,6145,4452,1693,
Medina,2021-02-15,6194,4490,1704,
Medina,2021-02-16,6297,4570,1727,
Medina,2021-02-17,6357,4609,1748,
Medina,2021-02-18,6387,4629,1758,
Medina,2021-02-19,6425,4652,1773,
Medina,2021-02-20,6527,4717,1810,
Medina,2021-02-21,6589,4757,1832,
Medina,2021-02-22,6665,4790,1875,
Medina,2021-02-23,6801,4841,1960,
Medina,2021-02-24,7001,4926,2075,
Medina,2021-02-25,7384,5006,2378,
Medina,2021-02-26,7879,5334,2545,
Medina,2021-02-27,8253,5633,2620,
Medina,2021-02-28,8477,5760,2717,
Medina,2021-03-01,8623,5882,2741,
Medina,2021-03-02,8971,6043,2928,
Medina,2021-03-03,9208,6136,3072,
Medina,2021-03-04,9804,6490,3314,
Medina,2021-03-05,10485,7053,3432,
Medina,2021-03-06,10814,7233,3581,
Medina,2021-03-07,10945,7292,3653,
Medina,2021-03-08,11029,7324,3714,
Medina,2021-03-09,11133,7397,3761,
Medina,2021-03-10,11399,7605,3841,
Medina,2021-03-11,12300,8424,4204,
Medina,2021-03-12,13128,8914,4722,
Medina,2021-03-13,13571,9270,4997,
Medina,2021-03-14,13933,9581,5083,
Medina,2021-03-15,14022,9644,5129,
Medina,2021-03-16,14127,9723,5167,
Medina,2021-03-17,14307,9865,5213,
Medina,2021-03-18,14822,10130,5466,
Medina,2021-03-19,15070,10269,5600,
Medina,2021-03-20,15259,10429,5652,
Medina,2021-03-21,15461,10562,5778,
Medina,2021-03-22,15525,10599,5810,
Medina,2021-03-23,15551,10580,5871,
Medina,2021-03-24,15734,10702,5947,
Medina,2021-03-25,16123,10923,6127,
Medina,2021-03-26,16582,11260,6253,
Medina,2021-03-27,16990,11390,6537,
Medina,2021-03-28,17358,11514,6784,
Medina,2021-03-29,17475,11593,6827,
Medina,2021-03-30,17714,11663,6991,
Medina,2021-03-31,18234,11997,7390,
Medina,2021-04-01,18929,12313,7872,
Medina,2021-04-02,19546,12624,8295,
Medina,2021-04-03,19987,12852,8662,
Medina,2021-04-04,20156,12901,8786,
Medina,2021-04-05,20339,13020,8866,
Medina,2021-04-06,20459,13085,8927,
Medina,2021-04-07,20756,13280,9049,
Medina,2021-04-08,21259,13650,9240,
Medina,2021-04-09,21701,13985,9395,
Medina,2021-04-10,22151,14346,9541,
Medina,2021-04-11,22445,14559,9685,
Medina,2021-04-12,22685,14585,9908,
Medina,2021-04-13,22919,14707,10071,
Medina,2021-04-14,23533,15060,10361,
Medina,2021-04-15,24564,15546,10931,
Medina,2021-04-16,25009,15765,11173,
Medina,2021-04-17,25274,15914,11297,
Medina,2021-04-18,25402,16025,11319,
Medina,2021-04-19,25497,16071,11368,
Medina,2021-04-20,25623,16133,11432,
Medina,2021-04-21,25925,16270,11599,
Medina,2021-04-22,26457,16416,11986,
Medina,2021-04-23,26794,16565,12176,
Medina,2021-04-24,27279,16934,12289,
Medina,2021-04-25,27414,16985,12376,
Medina,2021-04-26,27531,17074,12404,
Medina,2021-04-27,27703,17173,12478,
Medina,2021-04-28,28075,17347,12680,
Medina,2021-04-29,28208,17400,12764,
Medina,2021-04-30,28649,17749,12866,
Medina,2021-05-01,28869,17864,12983,
Medina,2021-05-02,28989,17929,13035,
Medina,2021-05-03,29095,17989,13083,
Medina,2021-05-04,29257,18087,13151,
Medina,2021-05-05,29557,18190,13365,
Medina,2021-05-06,29867,18275,13593,
Medina,2021-05-07,30411,18396,14024,
Medina,2021-05-09,31017,18742,14293,
Medina,2021-05-10,31060,18759,14324,
Medina,2021-05-11,31215,18805,14444,
Medina,2021-05-12,31491,18846,14687,
Medina,2021-05-13,31724,18900,14874,
Medina,2021-05-14,31867,18938,14988,
Medina,2021-05-15,32083,19010,15140,
Medina,2021-05-16,32268,19097,15258,
Medina,2021-05-17,32359,19158,15306,
Medina,2021-05-18,32501,19209,15406,
Medina,2021-05-19,32651,19280,15498,
Medina,2021-05-20,32880,19414,15625,
Medina,2021-05-21,33029,19497,15702,
Medina,2021-05-22,33261,19588,15857,
Medina,2021-05-23,33523,19683,16025,
Medina,2021-05-24,33585,19711,16060,
Medina,2021-05-25,33731,19780,16148,
Medina,2021-05-26,33914,19894,16240,
Medina,2021-05-27,34047,19956,16313,
Medina,2021-05-28,34446,20168,16631,
Medina,2021-05-29,34779,20264,16888,
Medina,2021-05-30,35003,20347,17036,
Medina,2021-05-31,35036,20367,17053,
Medina,2021-06-01,35084,20396,17079,
Medina,2021-06-02,35159,20434,17127,
Medina,2021-06-03,35269,20482,17202,
Medina,2021-06-04,35396,20536,17287,
Medina,2021-06-05,35509,20570,17371,
Medina,2021-06-06,35707,20622,17525,
Medina,2021-06-07,35744,20637,17548,
Medina,2021-06-08,35785,20665,17565,
Medina,2021-06-09,35785,20665,17565,
Medina,2021-06-10,36149,20779,17832,
Medina,2021-06-11,36257,20834,17886,
Medina,2021-06-12,36420,20923,17988,
Medina,2021-06-13,36491,20953,18038,
Medina,2021-06-14,36516,20965,18053,
Medina,2021-06-15,36682,21032,18153,
Medina,2021-06-16,37101,21287,18328,
Medina,2021-06-17,37682,21541,18662,
Medina,2021-06-18,37919,21677,18776,
Medina,2021-06-19,38029,21720,18854,
Medina,2021-06-20,38115,21757,18906,
Medina,2021-06-21,38196,21788,18960,
Medina,2021-06-22,38256,21814,18998,
Medina,2021-06-23,38319,21844,19031,
Medina,2021-06-24,38401,21880,19085,
Medina,2021-06-25,38492,21916,19151,
Medina,2021-06-26,38700,22028,19254,
Medina,2021-06-27,38792,22064,19312,
Medina,2021-06-28,39120,22094,19617,
Medina,2021-06-29,39142,22102,19632,
Medina,2021-06-30,39164,22122,19636,
Medina,2021-07-01,39220,22152,19666,
Medina,2021-07-02,39318,22197,19718,
Medina,2021-07-03,39410,22254,19757,
Medina,2021-07-04,39478,22294,19787,
Medina,2021-07-05,39534,22327,19810,
Medina,2021-07-06,39553,22336,19820,
Medina,2021-07-07,39606,22373,19847,
Medina,2021-07-08,39671,22414,19878,
Medina,2021-07-09,39781,22469,19945,
Medina,2021-07-10,39855,22497,19997,
Medina,2021-07-11,39916,22535,20024,
Medina,2021-07-12,39959,22560,20046,
Medina,2021-07-13,40031,22611,20084,
Medina,2021-07-14,40120,22649,20141,
Medina,2021-07-15,40188,22688,20171,
Medina,2021-07-16,40256,22724,20209,
Medina,2021-07-17,40508,22903,20287,
Medina,2021-07-18,40544,22922,20304,
Medina,2021-07-19,40569,22937,20314,
Medina,2021-07-20,40654,22985,20358,
Medina,2021-07-21,40761,23053,20403,
Medina,2021-07-22,40828,23100,20426,
Medina,2021-07-23,40934,23169,20467,
Medina,2021-07-24,41043,23244,20502,
Medina,2021-07-25,41107,23287,20527,
Medina,2021-07-26,41218,23367,20570,
Medina,2021-07-27,41280,23416,20588,
Medina,2021-07-28,41356,23477,20605,
Medina,2021-07-29,41510,23588,20654,
Medina,2021-07-30,41642,23676,20708,
Medina,2021-07-31,41924,23880,20799,
Medina,2021-08-01,42099,23992,20870,
Medina,2021-08-02,42198,24069,20895,
Medina,2021-08-03,42312,24154,20930,
Medina,2021-08-04,42370,24212,20931,
Medina,2021-08-05,42527,24327,20975,
Medina,2021-08-06,42672,24423,21028,
Medina,2021-08-07,42774,24504,21054,
Medina,2021-08-08,42878,24583,21081,
Medina,2021-08-09,42934,24622,21098,
Medina,2021-08-10,43045,24714,21121,
Medina,2021-08-11,43103,24754,21140,
Medina,2021-08-12,43219,24842,21172,
Medina,2021-08-13,43352,24934,21215,
Medina,2021-08-14,43674,25047,21429,
Medina,2021-08-15,43772,25110,21470,
Medina,2021-08-16,43836,25157,21497,
Medina,2021-08-17,43978,25248,21560,
Medina,2021-08-18,44113,25322,21629,
Medina,2021-08-19,44224,25384,21678,
Medina,2021-08-20,44333,25431,21741,
Medina,2021-08-21,44408,25476,21773,
Medina,2021-08-22,44521,25527,21836,
Medina,2021-08-23,44593,25561,21873,
Medina,2021-08-24,44870,25751,21981,
Medina,2021-08-25,45287,26006,22165,
Medina,2021-08-26,45511,26125,22277,
Medina,2021-08-27,45591,26160,22322,
Medina,2021-08-28,45869,26264,22496,
Medina,2021-08-29,45951,26309,22533,
Medina,2021-08-30,46010,26336,22565,
Medina,2021-08-31,46109,26394,22607,
Medina,2021-09-01,46245,26457,22681,
Medina,2021-09-02,46367,26508,22752,
Medina,2021-09-03,46456,26539,22810,
Medina,2021-09-04,46521,26568,22847,
Medina,2021-09-05,46599,26603,22891,
Medina,2021-09-06,46629,26616,22908,
Medina,2021-09-07,46686,26637,22944,
Medina,2021-09-08,46761,26668,22989,
Medina,2021-09-09,46824,26695,23025,
Medina,2021-09-10,46907,26717,23086,
Medina,2021-09-11,46985,26744,23137,
Medina,2021-09-12,47028,26754,23170,
Medina,2021-09-13,47058,26764,23189,
Medina,2021-09-14,47116,26781,23230,
Medina,2021-09-15,47184,26809,23273,
Medina,2021-09-16,47251,26826,23323,
Medina,2021-09-17,47658,26994,23580,
Medina,2021-09-18,48219,27225,23917,
Medina,2021-09-19,48360,27294,23996,
Medina,2021-09-20,48431,27326,24035,
Medina,2021-09-21,48493,27341,24082,
Medina,2021-09-22,48592,27375,24147,
Medina,2021-09-23,48658,27390,24199,
Medina,2021-09-24,48782,27420,24295,
Medina,2021-09-27,49435,27458,24349,
Medina,2021-09-28,49517,27477,24377,
Medina,2021-09-29,49699,27521,24447,
Medina,2021-09-30,49782,27537,24465,
Medina,2021-10-01,49955,27577,24528,
Medina,2021-10-02,50125,27621,24575,
Medina,2021-10-03,50257,27659,24616,
Medina,2021-10-04,50289,27667,24629,
Medina,2021-10-05,50419,27696,24687,
Medina,2021-10-07,50689,27763,24764,
Medina,2021-10-08,50813,27791,24799,
Medina,2021-10-09,50918,27817,24819,
Medina,2021-10-10,51012,27834,24845,
Medina,2021-10-11,51060,27842,24854,
Medina,2021-10-12,51105,27856,24868,
Medina,2021-10-13,51208,27884,24898,
Medina,2021-10-14,51265,27902,24916,
Medina,2021-10-15,51323,27914,24932,
Medina,2021-10-16,51394,27932,24952,
Medina,2021-10-17,51458,27956,24968,
Medina,2021-10-18,51469,27958,24969,
Medina,2021-10-19,51531,27971,24987,
Medina,2021-10-20,51584,27979,24992,
Medina,2021-10-21,51760,28003,25053,
Medina,2021-10-22,51845,28022,25079,
Medina,2021-10-23,52013,28056,25137,
Medina,2021-10-24,52105,28070,25162,
Medina,2021-10-25,52208,28088,25192,
Medina,2021-10-26,52362,28110,25215,
Medina,2021-10-27,52539,28132,25251,
Medina,2021-10-28,52724,28149,25281,
Medina,2021-10-29,52994,28165,25317,
Medina,2021-10-30,53201,28178,25338,
Medina,2021-10-31,53327,28209,25374,
Medina,2021-11-01,53399,28224,25392,
Medina,2021-11-02,53540,28259,25435,
Medina,2021-11-03,53739,28290,25464,
Medina,2021-11-04,53914,28313,25496,
Medina,2021-11-05,54065,28324,25515,
Medina,2021-11-06,54254,28340,25528,
Medina,2021-11-07,54338,28360,25543,
Medina,2021-11-08,54439,28384,25556,
Medina,2021-11-09,54518,28408,25567,
Medina,2021-11-10,54681,28430,25589,
Medina,2021-11-11,54821,28452,25608,
Medina,2021-11-12,54947,28482,25629,
Medina,2021-11-13,55095,28522,25658,
Medina,2021-11-14,55196,28542,25676,
Medina,2021-11-15,55273,28572,25687,
Medina,2021-11-16,55364,28597,25694,
Medina,2021-11-17,55555,28644,25723,
Medina,2021-11-18,55755,28691,25753,
Medina,2021-11-19,55908,28735,25781,
Medina,2021-11-20,56072,28780,25824,
Medina,2021-11-21,56209,28824,25840,
Medina,2021-11-22,56272,28834,25851,
Medina,2021-11-23,56421,28890,25880,
Medina,2021-11-24,56601,28935,25911,
Medina,2021-11-29,56990,29040,25992,
Medina,2021-11-30,57152,29068,26028,
Medina,2021-12-01,57410,29112,26073,
Medina,2021-12-02,57595,29146,26105,
Medina,2021-12-03,57867,29186,26154,
Medina,2021-12-04,58099,29242,26199,
Medina,2021-12-05,58275,29277,26239,
Medina,2021-12-06,58348,29294,26263,
Medina,2021-12-07,58481,29327,26282,
Medina,2021-12-08,58660,29355,26319,
Medina,2021-12-09,58821,29388,26349,
Medina,2021-12-10,59033,29423,26387,
Medina,2021-12-11,61423,30445,27301,
Medina,2021-12-12,59908,29745,26683,
Medina,2021-12-13,60308,29889,26840,6995
Medina,2021-12-14,60014,29743,26715,6971
Medina,2021-12-16,60236,29776,26421,7133
Medina,2021-12-17,60414,29805,26453,7255
Medina,2021-12-18,60569,29842,26483,7343
Medina,2021-12-19,60758,29888,26517,7455
Medina,2021-12-20,60812,29905,26526,7485
Medina,2021-12-21,60971,29946,26548,7584
Medina,2021-12-22,61211,30000,26566,7751
Medina,2021-12-23,61375,30019,26572,7890
Medina,2021-12-27,61624,30075,26608,8053
Medina,2021-12-28,61718,30100,26624,8109
Medina,2021-12-29,61896,30153,26637,8224
Medina,2021-12-30,62072,30188,26664,8339
Medina,2022-01-03,62450,30299,26712,8563
Medina,2022-01-04,62538,30320,26718,8628
Medina,2022-01-05,62730,30359,26745,8757
Medina,2022-01-06,62832,30386,26757,8823
Medina,2022-01-07,62991,30427,26780,8921
Medina,2022-01-08,63140,30457,26803,9020
Medina,2022-01-09,63309,30507,26828,9119
Medina,2022-01-10,63343,30519,26834,9136
Medina,2022-01-11,63503,30576,26863,9222
Medina,2022-01-12,63678,30620,26889,9327
Medina,2022-01-13,63836,30678,26916,9401
Medina,2022-01-14,63960,30703,26932,9485
Medina,2022-01-15,64071,30723,26953,9555
Medina,2022-01-16,64084,30724,26959,9561
Medina,2022-01-17,64148,30739,26966,9602
Medina,2022-01-18,64267,30773,26989,9663
Medina,2022-01-19,64383,30795,26999,9749
Medina,2022-01-20,64498,30828,27013,9816
Medina,2022-01-21,64617,30866,27048,9873
Medina,2022-01-22,64697,30893,27066,9910
Medina,2022-01-23,64800,30923,27088,9963
Medina,2022-01-24,64839,30937,27094,9982
Medina,2022-01-25,64939,30973,27117,10024
Medina,2022-01-26,65017,30991,27140,10063
Medina,2022-01-27,65131,31036,27168,10106
Medina,2022-01-28,65179,31045,27187,10127
Medina,2022-01-29,65242,31060,27204,10161
Medina,2022-01-30,65252,31065,27200,10170
Medina,2022-01-31,65311,31077,27215,10203
Medina,2022-02-01,65366,31101,27224,10226
Medina,2022-02-02,65412,31111,27233,10254
Medina,2022-02-03,65488,31128,27262,10286
Medina,2022-02-04,65537,31139,27276,10311
Medina,2022-02-05,65593,31150,27289,10344
Medina,2022-02-06,65618,31157,27295,10358
Medina,2022-02-07,65626,31159,27296,10363
Medina,2022-02-08,65661,31168,27310,10376
Medina,2022-02-09,65701,31178,27326,10390
Medina,2022-02-10,65738,31185,27336,10407
Medina,2022-02-11,65822,31191,27376,10444
Medina,2022-02-12,65866,31202,27395,10457
Medina,2022-02-13,65912,31212,27408,10482
Medina,2022-02-14,65933,31214,27414,10494
Medina,2022-02-15,66004,31218,27426,10549
Medina,2022-02-16,66004,31218,27426,10549
Medina,2022-02-17,66039,31219,27444,10565
Medina,2022-02-18,66175,31244,27484,10638
Medina,2022-02-19,66215,31255,27494,10658
Medina,2022-02-20,66242,31257,27509,10668
Medina,2022-02-21,66256,31267,27512,10669
Medina,2022-02-22,66282,31271,27526,10676
Medina,2022-02-23,66311,31278,27537,10688
Medina,2022-02-24,66346,31286,27550,10702
Medina,2022-02-25,66386,31293,27560,10726
Medina,2022-02-26,66445,31314,27576,10746
Medina,2022-02-27,66788,31369,27617,11000
Medina,2022-02-28,66814,31376,27623,11013
Medina,2022-03-01,66828,31383,27629,11015
Medina,2022-03-02,66843,31383,27627,11030
Medina,2022-03-03,66872,31390,27635,11044
Medina,2022-03-04,66891,31393,27638,11057
Medina,2022-03-05,66899,31393,27640,11063
Medina,2022-03-06,66922,31402,27645,11071
Medina,2022-03-07,66935,31403,27648,11080
Medina,2022-03-08,66940,31405,27651,11081
Medina,2022-03-09,66946,31406,27653,11084
Medina,2022-03-10,66968,31407,27656,11103
Medina,2022-03-11,66975,31408,27655,11110
Medina,2022-03-12,66994,31414,27661,11116
Medina,2022-03-13,67008,31420,27664,11121
Medina,2022-03-14,67012,31421,27666,11123
Medina,2022-03-15,67030,31428,27673,11127
Medina,2022-03-16,67052,31436,27679,11135
Medina,2022-03-17,67086,31449,27686,11149
Medina,2022-03-18,67087,31445,27682,11159
Medina,2022-03-19,67103,31447,27684,11171
Medina,2022-03-20,67118,31453,27687,11177
Medina,2022-03-21,67123,31454,27688,11180
Medina,2022-03-22,67134,31455,27691,11185
Menard,2020-12-24,2,2,0,
Menard,2020-12-29,5,5,0,
Menard,2020-12-30,45,45,0,
Menard,2021-01-01,49,49,0,
Menard,2021-01-02,49,49,0,
Menard,2021-01-03,49,49,0,
Menard,2021-01-05,49,49,0,
Menard,2021-01-06,49,49,0,
Menard,2021-01-07,50,50,0,
Menard,2021-01-08,50,50,0,
Menard,2021-01-09,51,50,1,
Menard,2021-01-10,51,50,1,
Menard,2021-01-11,51,50,1,
Menard,2021-01-12,51,50,1,
Menard,2021-01-13,62,61,1,
Menard,2021-01-14,71,62,9,
Menard,2021-01-15,71,62,9,
Menard,2021-01-16,75,66,9,
Menard,2021-01-17,81,72,9,
Menard,2021-01-18,81,72,9,
Menard,2021-01-19,81,72,9,
Menard,2021-01-20,86,77,9,
Menard,2021-01-21,92,83,9,
Menard,2021-01-22,92,83,9,
Menard,2021-01-23,95,86,9,
Menard,2021-01-24,95,86,9,
Menard,2021-01-25,95,86,9,
Menard,2021-01-26,95,86,9,
Menard,2021-01-27,97,86,11,
Menard,2021-01-28,105,93,12,
Menard,2021-01-29,187,133,54,
Menard,2021-01-30,264,208,56,
Menard,2021-01-31,264,208,56,
Menard,2021-02-01,264,208,56,
Menard,2021-02-03,267,209,58,
Menard,2021-02-04,285,226,59,
Menard,2021-02-06,325,264,61,
Menard,2021-02-07,331,267,64,
Menard,2021-02-08,346,282,64,
Menard,2021-02-09,348,284,64,
Menard,2021-02-10,348,284,64,
Menard,2021-02-11,471,402,69,
Menard,2021-02-12,481,406,75,
Menard,2021-02-13,482,407,75,
Menard,2021-02-14,484,409,75,
Menard,2021-02-15,484,409,75,
Menard,2021-02-16,484,409,75,
Menard,2021-02-17,484,409,75,
Menard,2021-02-18,482,407,75,
Menard,2021-02-19,482,407,75,
